x,y
557924727.8615478, 4768.205777672034
1014082581.3138067, 4886.189116187537
243319729.72891593, 4654.0488502435865
131630076.2888453, 4213.786707809479
71253570.41929518, 4544.2611328544435
31594794.138198063, 4435.399173674536
16819292.094110046, 4626.616045790966
9099648.548984159, 4294.918680144938
3968023.2001549336, 4054.7529100676884
2183179.893104758, 3989.934227331647
1181437.3381317542, 3959.0430126138795
523943.8601574905, 4028.494501600157
278801.09681897826, 3739.7345554406993
66911.8046825651, 3807.4520327830523
36210.70210426312, 3809.566411990785
19273.649819642276, 3811.7391587899046
8688.94431130107, 3689.516559897567
4548.14934562407, 3570.730771468169
2461.3247522078227, 3572.7136930741663
1091.3845916161845, 3487.1260472839585
590.6429888696902, 3518.239327603247
324.92882624397436, 3348.5764789387176
141.6980556838079, 3214.422213725714
76.69893320761682, 3409.2621913839107
26.513337530626725, 3273.3642178359523
34.586743178778974, 3556.7743636825885
63.87071477821076, 2984.4622307511772
54.11868496283525, 3217.2208474270547
40.1461583986105, 3272.1365551913336
46.620165586851144, 3410.7971814248344
